policy_id,policy_vrsn_no,customer_id,initial_start_date,start_date,end_date,next_renewal_date,cancellation_date,policy_status,premium_frequency,premium_amount,product,lob,coverages
29232745199,0001,789709595,2019-03-31,2019-03-31,2020-03-31,2020-03-31,,Inactive,1,463.91,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3133"
29232745199,0002,789709595,2019-03-31,2020-03-31,2021-03-31,2021-03-31,,Inactive,12,635.93,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3144,3160"
29232745199,0003,789709595,2019-03-31,2021-03-31,2022-03-31,2022-03-31,,Inactive,12,561.54,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3144,3152"
29232745199,0004,789709595,2019-03-31,2022-03-31,2023-03-31,2023-03-31,,Inactive,12,911.41,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3120"
41723644473,0001,244498730,2024-08-13,2024-08-13,2025-08-13,2025-08-13,2025-08-13,Inactive,3,150.07,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3133,3160"
59780861070,0001,291418639,2021-10-12,2021-10-12,2022-10-12,2022-10-12,,Inactive,12,578.35,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1104,1133,1150"
85664464708,0001,858900473,2019-11-16,2019-11-16,2020-11-16,2020-11-16,,Inactive,6,220.03,ΕΦΑΡΜ,ΠΥΡΟΣ,"1145,1162"
85664464708,0002,858900473,2019-11-16,2020-11-16,2021-11-16,2021-11-16,,Inactive,3,911.73,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1104,1145,1162"
85664464708,0003,858900473,2019-11-16,2021-11-16,2022-11-16,2022-11-16,,Inactive,12,623.71,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1121,1133,1145"
85664464708,0004,858900473,2019-11-16,2022-11-16,2023-11-16,2023-11-16,,Inactive,12,581.47,ΕΦΑΡΜ,ΠΥΡΟΣ,"1133,1145"
85664464708,0005,858900473,2019-11-16,2023-11-16,2024-11-16,2024-11-16,,Inactive,12,679.06,ΕΦΑΡΜ,ΠΥΡΟΣ,"1121,1133"
32042177082,0001,783442544,2024-02-11,2024-02-11,2025-02-11,2025-02-11,,Inactive,1,979.37,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3144,3152"
32042177082,0002,783442544,2024-02-11,2025-02-11,2026-02-11,2026-02-11,,Inactive,3,483.99,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3152,3160"
32042177082,0003,783442544,2024-02-11,2026-02-11,2027-02-11,2027-02-11,,Active,12,361.12,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3152"
71107638062,0001,533583360,2022-02-11,2022-02-11,2023-02-11,2023-02-11,,Inactive,6,497.80,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3144,3152,3160"
71107638062,0002,533583360,2022-02-11,2023-02-11,2024-02-11,2024-02-11,2024-02-11,Inactive,12,500.41,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111"
98696394214,0001,382733673,2025-02-08,2025-02-08,2026-02-08,2026-02-08,,Inactive,1,297.61,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3152"
61737785268,0001,641378129,2019-03-09,2019-03-09,2020-03-09,2020-03-09,,Inactive,12,371.71,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1102,1150,1162"
61737785268,0002,641378129,2019-03-09,2020-03-09,2021-03-09,2021-03-09,,Inactive,12,890.82,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1104,1133"
53897689786,0001,654201303,2022-09-25,2022-09-25,2023-09-25,2023-09-25,,Inactive,3,289.33,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120"
53897689786,0002,654201303,2022-09-25,2023-09-25,2024-09-25,2024-09-25,,Inactive,12,331.87,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3144,3152"
53897689786,0003,654201303,2022-09-25,2024-09-25,2025-09-25,2025-09-25,,Inactive,6,789.70,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3120,3160"
18535068847,0001,857215036,2021-06-29,2021-06-29,2022-06-29,2022-06-29,,Inactive,3,811.28,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3160"
18535068847,0002,857215036,2021-06-29,2022-06-29,2023-06-29,2023-06-29,,Inactive,12,1274.91,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3144,3160"
18535068847,0003,857215036,2021-06-29,2023-06-29,2024-06-29,2024-06-29,,Inactive,1,915.79,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3152"
92700104215,0001,650353855,2020-06-11,2020-06-11,2021-06-11,2021-06-11,,Inactive,12,973.69,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3133,3152"
92700104215,0002,650353855,2020-06-11,2021-06-11,2022-06-11,2022-06-11,,Inactive,12,241.23,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3133,3152,3160"
92700104215,0003,650353855,2020-06-11,2022-06-11,2023-06-11,2023-06-11,,Inactive,12,1015.71,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3144,3160"
92700104215,0004,650353855,2020-06-11,2023-06-11,2024-06-11,2024-06-11,2024-06-11,Inactive,12,1291.18,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3152,3160"
11985410197,0001,977794742,2021-05-22,2021-05-22,2022-05-22,2022-05-22,,Inactive,12,457.95,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3152,3160"
11985410197,0002,977794742,2021-05-22,2022-05-22,2023-05-22,2023-05-22,,Inactive,12,239.47,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3152,3160"
11985410197,0003,977794742,2021-05-22,2023-05-22,2024-05-22,2024-05-22,,Inactive,6,774.67,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3133,3160"
11985410197,0004,977794742,2021-05-22,2024-05-22,2025-05-22,2025-05-22,,Inactive,12,410.83,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3152"
11985410197,0005,977794742,2021-05-22,2025-05-22,2026-05-22,2026-05-22,,Active,12,878.30,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3120,3144"
34076099704,0001,909068478,2020-07-04,2020-07-04,2021-07-04,2021-07-04,,Inactive,12,203.27,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3144,3160"
34076099704,0002,909068478,2020-07-04,2021-07-04,2022-07-04,2022-07-04,,Inactive,6,685.67,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3152,3160"
34076099704,0003,909068478,2020-07-04,2022-07-04,2023-07-04,2023-07-04,,Inactive,6,368.32,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3152,3160"
93282720648,0001,108900482,2023-02-19,2023-02-19,2024-02-19,2024-02-19,,Inactive,6,492.09,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2134,2163"
93282720648,0002,108900482,2023-02-19,2024-02-19,2025-02-19,2025-02-19,,Inactive,6,143.77,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2110,2140"
93282720648,0003,108900482,2023-02-19,2025-02-19,2026-02-19,2026-02-19,,Inactive,12,223.57,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2151"
93282720648,0004,108900482,2023-02-19,2026-02-19,2027-02-19,2027-02-19,,Active,1,128.10,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2110,2122,2134"
93803911771,0001,538571935,2025-07-04,2025-07-04,2026-07-04,2026-07-04,,Active,1,173.26,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122"
69929864729,0001,852857556,2022-06-07,2022-06-07,2023-06-07,2023-06-07,,Inactive,12,729.93,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3120,3133,3160"
69929864729,0002,852857556,2022-06-07,2023-06-07,2024-06-07,2024-06-07,,Inactive,12,935.91,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3152,3160"
69929864729,0003,852857556,2022-06-07,2024-06-07,2025-06-07,2025-06-07,2025-06-07,Inactive,12,506.37,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3133,3144"
44777338734,0001,637121894,2019-01-01,2019-01-01,2020-01-01,2020-01-01,,Inactive,12,596.79,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2140,2163"
34076959445,0001,660271725,2024-05-07,2024-05-07,2025-05-07,2025-05-07,,Inactive,12,518.07,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2122,2134,2163"
34076959445,0002,660271725,2024-05-07,2025-05-07,2026-05-07,2026-05-07,,Inactive,6,134.71,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2110"
34076959445,0003,660271725,2024-05-07,2026-05-07,2027-05-07,2027-05-07,,Active,12,225.29,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2134,2163"
84514350554,0001,176687020,2023-07-01,2023-07-01,2024-07-01,2024-07-01,,Inactive,3,238.36,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3133,3152"
84514350554,0002,176687020,2023-07-01,2024-07-01,2025-07-01,2025-07-01,,Inactive,6,269.50,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3152,3160"
84514350554,0003,176687020,2023-07-01,2025-07-01,2026-07-01,2026-07-01,2026-07-01,Inactive,6,591.85,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3152,3160"
44627337478,0001,789709595,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,Inactive,12,579.94,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3144"
52318872736,0001,571715844,2019-05-18,2019-05-18,2020-05-18,2020-05-18,,Inactive,12,278.37,ΕΦΑΡΜ,ΠΥΡΟΣ,"1102,1104"
52318872736,0002,571715844,2019-05-18,2020-05-18,2021-05-18,2021-05-18,,Inactive,12,274.26,ΕΦΑΡΜ,ΠΥΡΟΣ,"1104,1133,1162"
60267506130,0001,676667547,2025-05-26,2025-05-26,2026-05-26,2026-05-26,,Inactive,3,437.78,ΦΕΜΠΟ,ΠΥΡΟΣ,"1101,1121"
60267506130,0002,676667547,2025-05-26,2026-05-26,2027-05-26,2027-05-26,2027-05-26,Inactive,6,728.59,ΦΕΜΠΟ,ΠΥΡΟΣ,"1102,1133,1150"
55638663262,0001,235404341,2019-01-11,2019-01-11,2020-01-11,2020-01-11,,Inactive,1,95.91,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2134,2151"
55638663262,0002,235404341,2019-01-11,2020-01-11,2021-01-11,2021-01-11,,Inactive,3,204.04,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2134,2140,2151"
97209190211,0001,157414349,2021-08-22,2021-08-22,2022-08-22,2022-08-22,,Inactive,12,924.10,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111"
97209190211,0002,157414349,2021-08-22,2022-08-22,2023-08-22,2023-08-22,,Inactive,12,383.87,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3133,3152"
97209190211,0003,157414349,2021-08-22,2023-08-22,2024-08-22,2024-08-22,,Inactive,12,712.91,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120"
97209190211,0004,157414349,2021-08-22,2024-08-22,2025-08-22,2025-08-22,,Inactive,3,379.63,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3133"
97209190211,0005,157414349,2021-08-22,2025-08-22,2026-08-22,2026-08-22,,Active,12,912.66,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3152"
18520228639,0001,852857556,2023-09-05,2023-09-05,2024-09-05,2024-09-05,,Inactive,6,286.83,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2105,2122,2163"
18520228639,0002,852857556,2023-09-05,2024-09-05,2025-09-05,2025-09-05,,Inactive,12,292.13,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2163"
18520228639,0003,852857556,2023-09-05,2025-09-05,2026-09-05,2026-09-05,,Active,12,306.70,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2110,2122"
80129157392,0001,135088601,2020-04-21,2020-04-21,2021-04-21,2021-04-21,,Inactive,3,636.01,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3133,3160"
46724942722,0001,872951979,2021-09-20,2021-09-20,2022-09-20,2022-09-20,,Inactive,12,1398.53,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3160"
46724942722,0002,872951979,2021-09-20,2022-09-20,2023-09-20,2023-09-20,,Inactive,12,1042.54,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3144,3160"
46724942722,0003,872951979,2021-09-20,2023-09-20,2024-09-20,2024-09-20,,Inactive,12,1319.96,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111"
96006698610,0001,209774192,2022-07-30,2022-07-30,2023-07-30,2023-07-30,,Inactive,1,840.98,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1102,1150,1162"
96006698610,0002,209774192,2022-07-30,2023-07-30,2024-07-30,2024-07-30,,Inactive,6,512.18,ΕΦΑΡΜ,ΠΥΡΟΣ,"1102,1104,1121,1150"
38643371232,0001,190139489,2019-07-30,2019-07-30,2020-07-30,2020-07-30,,Inactive,12,528.84,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3144,3152,3160"
38643371232,0002,190139489,2019-07-30,2020-07-30,2021-07-30,2021-07-30,,Inactive,12,481.72,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3144,3152"
38643371232,0003,190139489,2019-07-30,2021-07-30,2022-07-30,2022-07-30,,Inactive,6,357.04,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3152"
38643371232,0004,190139489,2019-07-30,2022-07-30,2023-07-30,2023-07-30,,Inactive,12,183.18,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111"
38643371232,0005,190139489,2019-07-30,2023-07-30,2024-07-30,2024-07-30,,Inactive,3,150.23,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111"
82655165690,0001,993879465,2022-04-14,2022-04-14,2023-04-14,2023-04-14,,Inactive,12,418.88,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2134,2140"
82655165690,0002,993879465,2022-04-14,2023-04-14,2024-04-14,2024-04-14,,Inactive,12,840.41,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2134"
82655165690,0003,993879465,2022-04-14,2024-04-14,2025-04-14,2025-04-14,,Inactive,12,330.53,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2163"
82655165690,0004,993879465,2022-04-14,2025-04-14,2026-04-14,2026-04-14,,Inactive,1,464.58,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2140,2151"
82655165690,0005,993879465,2022-04-14,2026-04-14,2027-04-14,2027-04-14,,Active,12,692.48,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2151"
23511695356,0001,175717626,2022-02-10,2022-02-10,2023-02-10,2023-02-10,,Inactive,12,219.13,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2122,2151,2163"
23511695356,0002,175717626,2022-02-10,2023-02-10,2024-02-10,2024-02-10,,Inactive,3,579.96,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2105,2151,2163"
59025268592,0001,664245882,2019-03-30,2019-03-30,2020-03-30,2020-03-30,,Inactive,1,390.51,ΦΚΑΤΚ,ΠΥΡΟΣ,"1121,1150,1162"
59025268592,0002,664245882,2019-03-30,2020-03-30,2021-03-30,2021-03-30,,Inactive,3,961.22,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1104,1145,1150"
59025268592,0003,664245882,2019-03-30,2021-03-30,2022-03-30,2022-03-30,,Inactive,3,387.80,ΦΚΑΤΚ,ΠΥΡΟΣ,"1145,1150,1162"
67031936556,0001,354573924,2023-12-23,2023-12-23,2024-12-23,2024-12-23,,Inactive,12,164.58,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1104,1145"
80256801006,0001,324456551,2020-10-24,2020-10-24,2021-10-24,2021-10-24,,Inactive,3,589.37,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1104,1110"
80256801006,0002,324456551,2020-10-24,2021-10-24,2022-10-24,2022-10-24,2022-10-24,Inactive,6,754.49,ΕΦΑΡΜ,ΠΥΡΟΣ,"1102,1104,1133,1162"
68500596696,0001,471982976,2021-10-02,2021-10-02,2022-10-02,2022-10-02,,Inactive,12,469.67,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2122,2134"
58645196434,0001,818883737,2021-09-29,2021-09-29,2022-09-29,2022-09-29,,Inactive,12,218.05,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3160"
58645196434,0002,818883737,2021-09-29,2022-09-29,2023-09-29,2023-09-29,,Inactive,12,485.86,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3144,3152,3160"
61422837625,0001,514394943,2020-08-04,2020-08-04,2021-08-04,2021-08-04,,Inactive,12,768.93,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3133,3144"
61422837625,0002,514394943,2020-08-04,2021-08-04,2022-08-04,2022-08-04,,Inactive,1,362.01,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3144,3152,3160"
61422837625,0003,514394943,2020-08-04,2022-08-04,2023-08-04,2023-08-04,,Inactive,6,1094.59,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3144,3152"
61422837625,0004,514394943,2020-08-04,2023-08-04,2024-08-04,2024-08-04,,Inactive,3,647.31,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133"
61422837625,0005,514394943,2020-08-04,2024-08-04,2025-08-04,2025-08-04,,Inactive,12,1156.62,ΦΕΜΠΟ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3152,3160"
